"id";"created";"changed";"archived";"Artist";"Title";"Record Label(s)";"Year Of Release";"Format";"Genre";"Sub-Genre";"Notes";"Status";"Condition";"Info / Notes / Links";"CanCon?"

"4860";"2010-09-26 21:46:06";"2010-09-26 21:46:06";" ";"Abe Vigoda";"Crush";"Post Present Medium";"2010";"CD";"Rock / Pop";"-";" ";"On Playlist";"New";"cold wave music with creepy monophonic vocals overtop distorted, crushed guitars and synths and some simplistic drum-machine beats. g od for my public shame and white lodge/black lodge";"No"
"2";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"A Fish Called Piranha";"The Year Of The Fish";"Non-Fiction";"2010";"CD";"CanRock";"Alt-rock";" ";"Playlist";"New";"loud alternative rock with walls of guitar, big drum sounds and distorted vocals";"Yes"
"3";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Arcade Fire";"The Suburbs";"Merge";"2010";"CD";"CanRock";"Indie pop / Folk / Experimental";" ";"Playlist";"New";"pop songs with a great beat for indie dance parties and teen sentiments out the whazoo";"Yes"
"4";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Balacade";"Specific, Northwest";"Self-Released";"2010";"CD";"CanRock";"-";" ";"Playlist";"New";"darlingly, delightful indie-pop love ballads... the soundtrack for you life, really. good for music to my ears and william tell";"Yes"
"5";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Birthday Cakes, The";"Expansion Pack";"Ladyboy";"2010";"CD";"CanRock";"Electro / Metal / Punk";" ";"Playlist";"New";"comical metal/rock band. blips, boops, crazy neon. great for mind graps. awesome for my allergy to the fans as well";"Yes"
"6";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Butterflies & Zebras";"Butterflies & Zebras";"Self-Released";"2010";"CD";"CanRock";"Psychedelic / Instrumental / Ambient";" ";"Playlist";"New";"this band creates psychedelic, instrumental ambience. the sounds are super spaced out and create something to get lost in on a long afternoon. pretty good for katharsis or attention surplus disorder";"Yes"
"7";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Buxton, D.B.";"Dirty Dance Party";"Little Whore";"2010";"CD";"CanRock";" ";" ";"Playlist";"New";"ridiculously cheesy music up the alley of har mar superstar with ridiculous casio sounds creating a dirty dance party indeed. a ton of fun. good for 2 and 2 ain't 5";"Yes"
"8";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Central Nervous System, The";"The Central Nervous System";"Self-Released";"2010";"CD";"CanRock";"Electro rock";" ";"Playlist";"New";"electro-rock with some good beats and some cool effects. the vocals and song structure remind me a little bit of sloan. there are a few fun songs that twilight banter might get a kick out of.";"Yes"
"9";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Chenaux, Eric";"Warm Weather With Ryan Driver";"Constellation";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"a simple collection of brilliant songwriting with a french flair and a dash of interesting electronic drones. Good for the mornings. (http://www.myspace.com/ericchenaux)";"Yes"
"10";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Chilly Gonzales";"Ivory Tower";"Arts & Crafts";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"hitting pretty much every genre, gonzales shows a flare for songwriting and composition.";"Yes"
"11";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Common Grackle";"The Great Depression";"Fake Four Inc.";"2010";"CD";"CanRock";"-";" ";"Playlist";"New";"a playful and incredibly diverse collection of indie-pop with really intelligent songwriting. good for advance cassette";"Yes"
"12";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Consonance, The";"Come The Day";"Self-Released";"2010";"CD";"CanRock";"Soul / Jazz rock";" ";"Playlist";"New";"very jazz-influenced soul/rock record. features female vocals with the odd male vocal rap. a slight twist in another direction and this would be a full-blown jazz cd";"Yes"
"13";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Cowlick";"Wires";"Self-Released";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"intense, hella-loud rock that has more twists and turns than disneyland. some songs have rap over raw punk rock then the next will settle into loose country rock. settle in for a good ride. (http://www.cowlick.ca/rock.html)";"Yes"
"14";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"D.O.A.";"Talk - Action = 0";"Sudden Death";"2010";"CD";"CanRock";"Hardcore punk";" ";"Playlist";"New";"what do you expect? the same old d.o.a that punks have grown up with. it's pretty energetic and definitely hardcore. good for blue collar bravado and graveyard riot";"Yes"
"15";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Darby And Joan Club, The";"Everything Is Fine";"Self-Released";"2010";"CD";"CanRock";"Indie rock";" ";"Playlist";"New";"pretty charming and kind of gritty alt-rock";"Yes"
"16";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Durban Poison";"Stereophonic Tonic";"Shake!";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"endearingly sloppy punk rock with a lots of grunge and a little glam to add highlights. great for graveyard riot. (http://www.myspace.com/durbanfnpoison)";"Yes"
"17";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"End Of The World 1969";"Revenge";"Self-Released";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"without any clear intention towards one style of music, end of the world 1969 do some styles well and other styles so so. pretty decent folk, kind of sweet casio-core and fantastic fuzzy rock. (http://www.myspace.com/endoftheworld1969)";"Yes"
"18";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Falklands";"Think About It";"Clamour";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"straight forward indie pop (http://www.myspace.com/thefalklands)";"Yes"
"19";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Golden Dogs, The";"Coat of Arms";"Nevado";"2010";"CD";"CanRock";"-";" ";"Playlist";"New";"fun indie rock with a 60s doo-wop/psychedelic influence and just a bunch of interesting tid-bits. sounds a bit like new pornographers and cuff the duke. good for aubrey's shindig and advance cassette.";"Yes"
"20";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Goodtimes, The";"The Goodtimes";"Self-Released";"2010";"CD";"CanRock";"-";" ";"Playlist";"New";"almost satirical electro-pop making fun that might be making fun of the 80s childishly simple beats and melodies... that said, the songs are really fun, groovy and unique with lots of good movers and shakers. i think road pops will take to it.";"Yes"
"21";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Grave Mistakes, The";"Dig Your Own Grave";"Self-Released";"2010";"CD";"CanRock";"-";" ";"Playlist";"New";"rockabilly and punk, very bluesy, gritty and all together morbid. great for graveyard riot and blue collar bravado";"Yes"
"22";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Greff Band, The";"Someone, Somewhere, Somehow";"Self-Released";"2010";"CD";"CanRock";"Alt country";" ";"Playlist";"New";"a range of alternative country ballads. you've got heavy songs, psychedelic songs and slow songs. what ties them all together is a country twang and acoustic instrumentation. blue collar bravado may like it. good for day time shows too";"Yes"
"23";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Jesse & The Dandelions";"The Lion's Tooth";"Self-Released";"2010";"CD";"CanRock";"Indie pop";" ";"Playlist";"New";"happy go lucky pop songs. great for daydream dance party";"Yes"
"24";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Johnnys, The";"Louder Faster More Fun";"Self-Released";"2010";"CD";"CanRock";"-";" ";"Playlist";"New";"awesome high energy punk rock, with shades of psychobilly. good for graveyard riot, who let me on the radio and my allergy to the fans";"Yes"
"25";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Land Of Talk";"Cloak and Cipher";"Self-Released";"2010";"CD";"CanRock";" ";" ";"Playlist";"New";"a taste of romantic indie- rock with lush harmonies and driving melodies played with just enough distortion. great for instant gratification revoked and double entendre preserves";"Yes"
"26";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Lauren, Gianna";"Some move Closer, Some Move On";"Forward Music Group";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"following in the footsteps of the psych-folk movement, lauren makes some beautiful and very memorable songs. very good for katharsis. (http://www.giannalauren.ca/)";"Yes"
"27";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Leary, Ron";"Dependent Arising";"Bootbrush Music";"2010";"CD";"CanRock";"Folk / Singer-songwriter";" ";"Playlist";"New";"a fragile voice accompanied by only the simplest instruments makes folk songs that'll touch your heart and bring light to the dark places. really nice. really good for some of the day time shows and double entendre preserves may like it";"Yes"
"28";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Like Animals Again";"Comfortable Dungeon";"Self-Released";"2010";"CD";"CanRock";"Indie pop / Twee / Cuddlecore";" ";"Playlist";"New";"cute indie rock with happy summer vibes, lots of crazy synth sounds and an overall kind of twee feeling. Good for the chit chat";"Yes"
"29";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"McGrath, Eamon";"Peace Maker";"White Whale";"2010";"CD";"CanRock";"Folk rock";" ";"Playlist";"New";"while eamon has an overarching acoustic feel there are some serious rockers on this album with complete explosions of bass, guitar and drums. a good try for pretty much any show especially my allergy to the fans";"Yes"
"30";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Michel, Danny";"Sunset Sea";"Burnt Bun";"2010";"CD";"CanRock";"Folk / Island / Singer-songwriter / Rock / Pop";" ";"Playlist";"New";"lively island-sounding tunes. similar to joel plaskett. good for soapbox derby";"Yes"
"31";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Minotaurs";"The Thing";"Static Clang";"2010";"CD";"CanRock";" ";" ";"Playlist";"New";"strongly african (fela!)- influenced music, with some reggae, coupled with pop/rock style lyrics and vocals (though not too conventional). works not too badly.";"Yes"
"32";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Minto";"Lay It On Me";"Self-Released";"2010";"CD";"CanRock";"Rockabilly";" ";"Playlist";"New";"rock with a little billy, or maybe billy with a little rock. sounds like some good foot-stompin' country with some loud instrumentation giving it a pretty heavy edge. good for pillage the village and bikesheviks";"Yes"
"33";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Modern Superstitions";"All The Things We've Been Told";"Pink Noise";"2010";"CD";"CanRock";" ";" ";"Playlist";"New";"an absolutely adorable pack of songs, very very upbeat and happy. great for fans of the new pornographers";"Yes"
"34";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Novie";"Watcha Doin' Baby?";"Self-Released";"2010";"CD";"CanRock";"-";" ";"Playlist";"New";"soul-spun pop with a hint of 80s synth-pop and all around good feelings. the kind of thing her royal opinion and breaking techniques will dig.";"Yes"
"35";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Pacifika";"Supermagique";"Fontana North";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"a worldy pop album that's almost too sweet and darling at times, sounding a lot like sarah mclachlin era female vocal bands.";"Yes"
"36";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Patere Rose";"Waikiki";"Grosse Boite";"2010";"CD";"CanRock";"Indie / Folk rock";" ";"On Playlist";"New";"dazzling and whimsical indie-folk songs with some very french sounding instrumentation and a couple songs in french. great for french transe and danse.";"Yes"
"37";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"PS I Love You";"Meet Me At The Muster Station";"Paper Bag";"2010";"CD";"CanRock";"Lo-fi / Indie";" ";"On Playlist";"New";"For only two guys, this band has a really full sound that capitalizes on lo-fi. sounds kind of like frog eyes. great for music to my ears and my allergy to the fans.";"Yes"
"38";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Quest For Fire";"Lights From Paradise";"Tee Pee Records";"2010";"CD";"CanRock";" ";" ";"Playlist";"New";"overall a fairly psychedelic album with hints of rockabilly in the uber fuzzy guitar riffs. then add a very melancholy vocalist and you've got a pretty sweet band. good for each one teach one and who let me on the radio.";"Yes"
"39";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Rah Rah";"Breaking Hearts";"Young Soul";"2010";"CD";"CanRock";"Indie pop";" ";"Playlist";"New";"ecstatic and bouncy power-pop";"Yes"
"40";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Record Holder, The";"The Record Holder";"Self-Released";"2010";"CD";"CanRock";"Sad";" ";"Playlist";"New";"a collection of bittersweet songs, very mellow. good for the morning";"Yes"
"41";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Shapes & Sizes";"Candle To Your Eyes";"Asthmatic Kitty";"2010";"CD";"CanRock";"Indie rock";" ";"Playlist";"New";"indie rock that really pushes on, rocks out and provides whimsy to your day";"Yes"
"42";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Siskiyou";"Siskiyou";"Constellation";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"adorable indie songs kept minimal and lo-fi with a great singer-songwriter feel (http://www.myspace.com/siskiyou)";"Yes"
"43";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Sweet Thing";"Sweet Thing";"EMI";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"the tracks on this compilation are mostly fairly beat-heavy with r+b influences and, often,other elements (dub or reggae or jazz or rap or middle eastern) added. The stuff is slickly produced, some of it too much so. ()";"No"
"44";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Ten Kens";"For Posterity";"Last Gang";"2010";"CD";"CanRock";"-";" ";"Playlist";"New";"experimental noise-rock that's more just weird than it is gritty. it flirts with metal, prog-metal and alternative sounds. each one, teach one could give it a try, as could white lodge/black lodge and mind grapes";"Yes"
"45";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Tight Ship, The";"I Feel GoodÉ.";"Self-Released";"2010";"CD";"CanRock";"Lo-fi / indie";" ";"Playlist";"New";"lo-fi alt-rock with lots of spaced out choruses and drowned vocals";"Yes"
"46";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Tin Star Orphans";"The Days of Blinding Fear";"Sparks Music";"2010";"CD";"CanRock";"Folk rock";" ";"On Playlist";"New";"really fun selection of rockin' songs that keep it really bright and sunny. they have a nice *almost folky angle to them";"Yes"
"47";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Treelines";"Young Man";"Self-Released";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"rough and tumble, well produced rock songs. hurricane hannah might dig it. (http://www.sweetthingmusic.com/bio/)";"Yes"
"48";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Trike";"The Viking";"Cheap Stalinism";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"grungy rock music with a very fine hint of country flair. (http://treelinesmusic.com/)";"Yes"
"49";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Whiskey Face";"Our Post Is Bronzed";"Clamour";"2010";"CD";"CanRock";"-";" ";"On Playlist";"New";"country-blues-rock with distortion layered overtop. kind of eccentric. (http://www.myspace.com/garrettcraigswhiskeyface)";"Yes"
"50";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"White Lung";"It's The Evil";"Deranged";"2010";"CD";"CanRock";"Punk / Thrash";" ";"Playlist";"New";"really, really awesome thrashing punk. super fast licks meet in your face presence. great for each one, teach one.";"Yes"
"51";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Willoughby, Joel";"Rain & Pocket Change";"Eyes & Ears";"2010";"CD";"CanRock";"Indie pop / Twee";" ";"On Playlist";"New";"very cute indie-rock complete with glockenspiel, upbeat guitar and romantic, youthful lyrics. good for white lodge/black lodge";"No"
"52";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Winter Gloves";"All Red";"Paper Bag";"2010";"CD";"CanRock";"Indie pop";" ";"Playlist";"New";"chip and cheerful indie rock with a postal service vibe. lots of indie rock sounds like reverb drenched synths and tambourines";"Yes"
"53";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Workman, Hawksley";"Milk";"Isadora";"2010";"CD";"CanRock";"Synth-pop";" ";"Playlist";"New";"straying away from his usual rock, this album is just as sexy with the 80s synth-pop turned up to take it up to a whip it or kylie minogue level. some of you might get a kick out of it even though it is right on the cusp of being too mainstream";"Yes"
"54";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Akido";"Game Changer";"Nordique";"2010";"CD";"Electronic";"Trance";" ";"On Playlist";"New";"downtempo trance songs with some pretty weird samples and loops going down. great for french transe and dance";"Yes"
"55";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Bear In Heaven";"Beast Rest Forth Mouth Remixed";"Hometapes";"2010";"CD";"Electronic";"Indie / Electro rock";" ";"On Playlist";"New";"beautiful, breathy indie-electro songs along the lines of m83 and caribou. good for twilight banter and radio boys.";"No"
"56";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Bekker, Lowell";"Lowell Bekker";"Self-Released";"2010";"CD";"Electronic";"-";" ";"On Playlist";"New";"really really cheesy robot-electronica. a little bit like beastie boys. good for bryson";"No"
"57";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Celebrity Traffic";"Celebrity Traffic";"Self-Released";"2010";"CD";"Electronic";"Electro / Punk";" ";"Playlist";"New";"something between punk and straight up electro, i guess it's called electro-punk. gritty synths drill out catchy melodies while drum machines drive home the deep basslines. pretty crazy stuff. good for fullmoon funkalicious and radio boys and tea time with annie";"Yes"
"58";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Dalot";"Loop Over Latitudes";"n5MD";"2010";"CD";"Electronic";"Ambient / Musique concrete";" ";"On Playlist";"New";"ambient electronica that utilizes found sounds and time-stretching techniques to create lush compositions. great for post everything.";"No"
"59";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Dear, Matthew";"Black City";"Ghostly";"2010";"CD";"Electronic";" ";" ";"Playlist";"New";"electronica that goes way left- field for beats that are syncopated and idealic. Great for funk sunden.";" "
"60";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Deru";"Say Goodbye To Useless";"Mush";"2010";"CD";"Electronic";"Break beat ";" ";"Playlist";"New";"grimey break beats layered with ambient, spooky sounds and scratches. definitely bordering a good boundary. kind of like flying lotus and blockhead. good for tea time with annie.";" "
"61";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Dryft";"Ventricle";"n5MD";"2010";"CD";"Electronic";"-";" ";"On Playlist";"New";"actual drifting electronics create complex soundscapes here with a variety of intricate sounds. some songs have more breaks (track #3) but most are very ambient";"No"
"62";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Edgar, Jimmy";"XXX";"!K7";"2010";"CD";"Electronic";"Dance / IDM";" ";"On Playlist";"New";"an assortment of done-before electronic dance tracks. track 5 is an awesome idm track. most of the others are pretty clubby.";"No"
"63";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Instruments Of Science & Technology";"Music For Paradise Armor";"Asthmatic Kitty";"2010";"CD";"Electronic";"Experimental / Musique concrete";" ";"Playlist";"New";"reaching out into the realm of early electronics and musique concrete, this disc is definitely a worhwhile listen for the experimental minded";"No"
"64";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"iVardensphere";"Remixes Vol-1";"Synthetic";"2010";"CD";"Electronic";"EBM";" ";"Playlist";"New";"heavy, hard-hitting ebm - great selection of stompy songs. good for bassackwards and could even fit in with some d 'n' b";"Yes"
"65";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"LeBeato";"Mania";"Dublum";"2010";"CD";"Electronic";"Dance / Club / Beat";" ";"Playlist";"New";"cut straight to the pounding, heavy beats of the bangin' club scene! LeBeato's stuff is super fun and perfect for a dance party with sounds drenched in vocoder and synth effects";"Yes"
"66";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"OK Go";"Twelve Remixes Of Four Songs";"Paracadute";"2010";"CD";"Electronic";"Remix";" ";"On Playlist";"New";"indie dance pop remixes of ok go. lots of cool effects ad some cool beats. (http://www.okgo.net/)";"No"
"67";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"PVT";"Church With No Magic";"Warp";"2010";"CD";"Electronic";"-";" ";"Playlist";"New";"right up the Warp alley, this album is so expansive with some absolutely amazing electronic sound-scapes. recommended for white lodge/black lodge";"No"
"68";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Qemists, The";"Spirit In The System";"Ninja Tune";"2010";"CD";"Electronic";"-";" ";"On Playlist";"New";"very very well produced edgy electronica. far heavier than any electroclash. for fans of the presets and bloodhound gang. good for late night friday. (http://www.myspace.com/qemists)";"No"
"69";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Thievery Corporation";"It Takes A Thief";"ESL";"2010";"CD";"Electronic";"Trip / Dub";" ";"On Playlist";"New";"these boys bring a brazilian flare to their trip-hoppin' dub stylings that end up littered all over the map. great for the road pops";"No"
"70";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Various";"Vegetables";"Self-Released";"2010";"CD";"Electronic";"Big beat / Club";" ";"Playlist";"New";"big beat styled club tracks produced by a local celebrity, Dominic Pierce, and a collection of songs from many electronic tastes.";" "
"71";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Buff Roshi";"Devil You're A Liar";"Wonderworld West";"2010";"CD";"Electronic";"-";" ";"Playlist";"New";"chill-out music with dark shades that carve out a futuristic soundscape for people who like nightmares on wax. some of the jazzier tracks will be good for the chit chat, while others will be nice on tea time with annie and funk senden";"No"
"72";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"maQLu";"Blood";"Self-Released";"2010";"CD";"Electronic";"-";" ";"Playlist";"New";"darkwave/lo-fi industrial and really beat-heavy with little to no vocals. good for bassackwards and new classics";"Yes"
"73";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Martinez";"The Paradigm Shift";"Moon Harbour";"2010";"CD";"Electronic";"-";" ";"Playlist";"New";"a solid house mix of groovy, consistent beats. good for sunday night groove school";"No"
"74";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Phonique";"Kissing Strangers";"Dessous";"2010";"CD";"Electronic";"-";" ";"Playlist";"New";" ";"No"
"75";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Miltner, Kristin";"Music For Dreaming & Playing";"Asthmatic Kitty";"2010";"CD";"Experimental";"Electro / Acoustic";" ";"Playlist";"New";"ambient and glitchy electro-acoustic compositions. these electronic sound-scapes are as beautiful as anything kettel or secede could come up with. wow. great for post-everything and katharsis";"Yes"
"76";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Richter, Max";"Infra";"Fat Cat";"2010";"CD";"Experimental";"Neo-classical / Ambient";" ";"Playlist";"New";"ambient, sweeping neo-classical compositions. good for white lodge/black lodge, katharsis and that's classical";"No"
"77";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Angeli, Paolo & Nanni Angeli";"Tibi";"ReR";"2010";"CD";"Experimental";"Guitar";" ";"Playlist";"New";" music played on sardinian prepared guitar. at times";"No"
"78";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Beta Collide";"PsstÉPsst!";"Innova";"2010";"CD";"Experimental";"-";" ";"On Playlist";"New";"experimental sounds from a quartet playing a somewhat odd selection of instruments. there's a hint of jazz here and there but it's mostly in a classical view. track #11 is a remix of a radiohead song. (http://www.myspace.com/betacollide)";"No"
"79";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Blackshaw, James";"All Is Falling";"Young God";"2010";"CD";"Experimental";"-";" ";"On Playlist";"New";"beautiful neo-classical compositions with some cool bagpipe sounds on some of the later half. perfect for that's classical? (http://www.myspace.com/jamesblackshaw)";"No"
"80";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Haney, Mark";"Aim For The Roses";"Self-Released";"2010";"CD";"Experimental";"-";" ";"On Playlist";"New";"creepy spoken work crawling overtop of neo-classical, er, experimental compositions. very interesting. good for noise and twisted brain wrong andthe two and two ain't five show (http://www.myspace.com/hotardentzeal)";"Yes"
"81";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Horvat, Frank";"A Little Dark Music";"Self-Released";"2010";"CD";"Experimental / Classical";"Electronic / Piano / Neo clasical";" ";"Playlist";"New";"contemporary classical compositions that are slow and mellow fire kind of music. bryson describes it as doogie howser meets glenn gould. good for between the lines.";"Yes"
"82";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"McIntosh, Diana";"Pinnacles";"Centrediscs";"2010";"CD";"Experimental / Classical";"Neo-classical / Minimalist";" ";"On Playlist";"New";"minimal neo-classical compositions with such a sparseness that they give off a certain eeriness. perfect for between the lines.";"Yes"
"83";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Ladano, Kathryn";"Open";"Self-Released";"2010";"CD";"Experimental / Classical";"-";" ";"On Playlist";"New";"bass clarinetist with a knack for experimental neo-classical compositions. great for between the lines.";"Yes"
"84";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"This Invitation";"Sunless/Ellipses, Lapses and Collapses";"Self-Released";"2010";"CD";"Experimental / Classical";"-";" ";"On Playlist";"New";"quiet and subdued compositions in ambience. Great for katharsis";"No"
"85";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"DeCroo, Rodney";"Queen Mary Trash";"Northern Electric";"2010";"CD";"Folk";"-";" ";"On Playlist";"New";"a blend of off the beaten path folk and slow alternative rock songs (http://www.myspace.com/wartornman)";"Yes"
"86";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Gertrudes, The";"Dawn Time Riot";"Apple Crisp";"2010";"CD";"Folk";" ";" ";"Playlist";"New";"a collection of happy folk songs with intense harmonies. imagine the polyphonic spree took to more rootsy songs. good for soapbox derby and double entendre preserves.";"Yes"
"87";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"LeBlanc, Dylan";"Paupers Field";"Rough Trade";"2010";"CD";"Folk";"Americana";" ";"Playlist";"New";"a debut album that couldn't sound more well-composed and experienced. americana songs with quite stirring instrumentation that will run romantic thoughts across your mind";"No"
"88";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Baby Eagle";"Dog Weather";"You've Changed";"2010";"CD";"Folk";" ";" ";"Playlist";"New";"a flavourful mix of folk tunes, some are heavy, some are pretty reflective and some sound slightly more pop. all with a good message.";"Yes"
"89";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Martin, Christina";"I Can Too";"Come Undone";"2010";"CD";"Folk";"-";" ";"On Playlist";"New";"a great selection of original folk songs with a real good drive. similar to lucinda williams. good for alternative to what? and the morning after. (http://www.myspace.com/cpmartin)";"Yes"
"90";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Berube, Markand the Patriotic Few";"Tailored to Fit";"Aquarius";"2010";"CD";"Folk";"-";" ";"On Playlist";"New";"a small collection of utterly heartbreaking folk songs. (http://www.myspace.com/markberubemusic)";"Yes"
"91";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Cheering For The Bad Guy";"To The Last Drop";"Self-Released";"2010";"CD";"Folk";" ";" ";"Playlist";"New";"a variety of rootsy folk songs with a good slow- country edge singing about the prairies. some songs will really suit tombstone after dark while others will be great for soapbox derby.";"Yes"
"92";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Padma";"In Defence Of The Wild";"Trilithon";"2010";"CD";"Folk";"Protest";" ";"Playlist";"New";"an environmental activist puts together thought-provoking folk songs with a dourness similar to Morrissey. great for soapbox derby";"No"
"93";"2010-09-26 21:26:58";"2010-09-26 21:26:58";" ";"Audio/Rocketry";"Eastward + Onward";"Self-Released";"2010";"CD";"Folk";"Boogie-woogie";" ";"Playlist";"New";"boot-scootin' boogie-woogie country music, very rootsy and lots of traditional instrumentation";"Yes"
